0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.000976562,0,0.000976562,0
0.00390625,0,0.00390625,0
0.00683594,0,0.00683594,0
0.00878906,0.000976562,0.00878906,0.000976562
0.0117188,0.00390625,0.0117188,0.00390625
0.0175781,0.00683594,0.0175781,0.00683594
0.0224609,0.0107422,0.0224609,0.0107422
0.0244141,0.0126953,0.0244141,0.0126953
0.0283203,0.0175781,0.0283203,0.0175781
0.0292969,0.0234375,0.0292969,0.0234375
0.0302734,0.0253906,0.0302734,0.0253906
0.0322266,0.0273438,0.0322266,0.0273438
0.0332031,0.0302734,0.0332031,0.0302734
0.0361328,0.0302734,0.0361328,0.0302734
0.0371094,0.0322266,0.0371094,0.0322266
0.0380859,0.0332031,0.0380859,0.0332031
0.0380859,0.0361328,0.0380859,0.0361328
0.0390625,0.0371094,0.0390625,0.0371094
0.0400391,0.0371094,0.0400391,0.0371094
0.0771484,0.0380859,0.0751953,0.0380859
0.130859,0.0400391,0.126953,0.0400391
0.158203,0.0527344,0.152344,0.0517578
0.196289,0.115234,0.189453,0.111328
0.223633,0.149414,0.213867,0.144531
0.254883,0.176758,0.245117,0.169922
0.282227,0.208984,0.271484,0.200195
0.316406,0.237305,0.303711,0.227539
0.347656,0.273438,0.332031,0.262695
0.380859,0.307617,0.352539,0.294922
0.43457,0.339844,0.391602,0.325195
0.50293,0.373047,0.433594,0.349609
0.561523,0.425781,0.47168,0.384766
0.62207,0.496094,0.49707,0.428711
0.700195,0.555664,0.525391,0.466797
0.777344,0.618164,0.551758,0.494141
0.861328,0.694336,0.576172,0.522461
0.955078,0.77832,0.598633,0.549805
1.04492,0.860352,0.62207,0.574219
1.11426,0.962891,0.629883,0.601562
1.17871,1.04297,0.643555,0.62207
1.24805,1.11328,0.652344,0.630859
1.31543,1.1748,0.671875,0.642578
1.35156,1.24609,0.683594,0.652344
1.40137,1.31543,0.689453,0.670898
1.49121,1.3457,0.709961,0.682617
1.57422,1.39941,0.719727,0.688477
1.6709,1.48926,0.731445,0.708984
1.75879,1.57324,0.748047,0.719727
1.83789,1.6582,0.754883,0.727539
1.94238,1.74219,0.767578,0.745117
2.04199,1.82227,0.777344,0.751953
2.13086,1.92383,0.78418,0.762695
2.2168,2.02051,0.793945,0.772461
2.31934,2.10449,0.801758,0.78125
2.41602,2.19238,0.80957,0.791016
2.48926,2.29688,0.816406,0.797852
2.54297,2.39062,0.816406,0.807617
2.60449,2.47559,0.820312,0.811523
2.68359,2.53809,0.823242,0.816406
2.75195,2.60645,0.826172,0.819336
2.84668,2.66504,0.829102,0.822266
2.9668,2.72656,0.833008,0.826172
3.05176,2.83496,0.834961,0.829102
3.13184,2.9502,0.837891,0.832031
3.20898,3.05273,0.839844,0.834961
3.31055,3.12793,0.841797,0.836914
3.39062,3.21484,0.842773,0.84082
3.48633,3.30859,0.844727,0.84082
3.60449,3.39844,0.847656,0.841797
3.65723,3.48535,0.847656,0.84375
3.69531,3.59668,0.848633,0.847656
3.75098,3.64062,0.851562,0.847656
3.81836,3.69238,0.852539,0.847656
3.89453,3.75,0.854492,0.851562
3.9707,3.82031,0.856445,0.852539
4.06836,3.89453,0.858398,0.855469
4.16797,3.9668,0.858398,0.856445
4.24707,4.06445,0.860352,0.858398
4.29297,4.15137,0.862305,0.858398
4.35645,4.23047,0.862305,0.859375
4.44922,4.28223,0.864258,0.862305
4.53223,4.35449,0.864258,0.862305
4.62207,4.44531,0.865234,0.864258
4.71289,4.53223,0.866211,0.864258
4.80371,4.62012,0.868164,0.865234
4.88672,4.70801,0.868164,0.865234
4.98926,4.79004,0.869141,0.867188
5.10645,4.87305,0.869141,0.868164
5.19824,4.98047,0.869141,0.868164
5.2793,5.09961,0.869141,0.869141
5.38379,5.19238,0.870117,0.869141
5.50684,5.27344,0.870117,0.869141
5.59863,5.37695,0.870117,0.869141
5.7002,5.49805,0.870117,0.870117
5.79785,5.60059,0.870117,0.870117
5.92676,5.68848,0.870117,0.870117
