0,0,0,0
0,0,0,0
0,0,0,0
0.0126953,0,0.0126953,0
0.0488281,0,0.0488281,0
0.0976562,0.00390625,0.0976562,0.00390625
0.167969,0.0400391,0.167969,0.0400391
0.243164,0.0898438,0.240234,0.0898438
0.334961,0.160156,0.302734,0.160156
0.435547,0.241211,0.351562,0.238281
0.558594,0.34375,0.40332,0.308594
0.714844,0.443359,0.470703,0.353516
0.864258,0.574219,0.515625,0.410156
1.02051,0.729492,0.567383,0.472656
1.19629,0.882812,0.610352,0.522461
1.38965,1.03516,0.651367,0.571289
1.57812,1.21289,0.685547,0.612305
1.75586,1.40625,0.709961,0.652344
1.96289,1.60156,0.739258,0.686523
2.1875,1.77344,0.769531,0.711914
2.40332,1.9873,0.789062,0.745117
2.59766,2.20801,0.807617,0.769531
2.8291,2.42773,0.824219,0.791992
3.06152,2.62109,0.835938,0.807617
3.29688,2.85059,0.851562,0.825195
3.49707,3.08496,0.860352,0.836914
3.73828,3.31934,0.868164,0.852539
3.97949,3.52734,0.875977,0.860352
4.22852,3.76367,0.887695,0.867188
4.43945,4,0.894531,0.876953
4.68262,4.24707,0.900391,0.888672
4.92969,4.46191,0.911133,0.895508
5.1875,4.70508,0.919922,0.901367
5.40918,4.95801,0.928711,0.913086
5.65625,5.20605,0.931641,0.922852
5.91602,5.44043,0.9375,0.928711
6.16309,5.68262,0.942383,0.931641
6.40234,5.93945,0.946289,0.9375
6.6543,6.18555,0.953125,0.944336
6.91016,6.42676,0.956055,0.946289
7.15918,6.68457,0.959961,0.954102
7.40332,6.94336,0.962891,0.957031
7.66504,7.18164,0.964844,0.959961
7.91895,7.42871,0.964844,0.962891
8.16309,7.69141,0.966797,0.964844
8.41309,7.94238,0.96875,0.964844
8.67676,8.18555,0.96875,0.966797
8.93555,8.4375,0.972656,0.96875
9.1748,8.69824,0.975586,0.96875
9.42773,8.96387,0.976562,0.973633
9.69434,9.20117,0.977539,0.975586
9.95898,9.4502,0.982422,0.976562
10.1953,9.71387,0.982422,0.977539
10.4512,9.9834,0.985352,0.982422
10.7158,10.2168,0.985352,0.982422
10.9854,10.4746,0.987305,0.985352
11.2207,10.7393,0.989258,0.985352
11.4805,11.0078,0.991211,0.987305
11.7471,11.249,0.991211,0.990234
12.0146,11.5,0.992188,0.991211
12.252,11.7686,0.993164,0.991211
12.5107,12.041,0.993164,0.992188
12.7734,12.2754,0.993164,0.993164
13.0439,12.5283,0.994141,0.993164
13.2842,12.7988,0.994141,0.993164
13.5391,13.0674,0.994141,0.994141
13.8037,13.3027,0.994141,0.994141
14.0703,13.5586,0.994141,0.994141
14.3125,13.8281,0.994141,0.994141
14.5645,14.0889,0.994141,0.994141
14.833,14.3359,0.994141,0.994141
15.0947,14.584,0.995117,0.994141
15.3389,14.8496,0.995117,0.994141
15.5859,15.1143,0.996094,0.995117
15.8613,15.3564,0.996094,0.995117
16.1182,15.6064,0.996094,0.996094
16.3623,15.8779,0.996094,0.996094
16.6172,16.1367,0.996094,0.996094
16.8799,16.3818,0.996094,0.996094
17.1455,16.6348,0.996094,0.996094
17.3887,16.9004,0.996094,0.996094
17.6387,17.1543,0.996094,0.996094
17.9023,17.4102,0.996094,0.996094
18.1621,17.6582,0.996094,0.996094
18.4111,17.9219,0.996094,0.996094
18.667,18.1777,0.996094,0.996094
18.9209,18.4297,0.996094,0.996094
19.1836,18.6836,0.996094,0.996094
19.4355,18.9453,0.996094,0.996094
19.6924,19.1973,0.996094,0.996094
19.9424,19.4521,0.996094,0.996094
20.2061,19.708,0.996094,0.996094
20.4551,19.9609,0.996094,0.996094
20.7041,20.2217,0.996094,0.996094
20.958,20.4697,0.996094,0.996094
21.2217,20.7217,0.996094,0.996094
21.4756,20.9766,0.996094,0.996094
21.7236,21.2393,0.996094,0.996094
21.9727,21.4902,0.996094,0.996094
22.2373,21.7383,0.996094,0.996094
