0,0,0,0
0,0,0,0
0,0,0,0
0.00488281,0,0.00488281,0
0.0126953,0,0.0126953,0
0.0195312,0.00195312,0.0195312,0.00195312
0.0361328,0.0107422,0.0361328,0.0107422
0.0449219,0.0166016,0.0449219,0.0166016
0.0566406,0.0302734,0.0566406,0.0302734
0.0625,0.0429688,0.0625,0.0429688
0.0683594,0.0556641,0.0683594,0.0556641
0.0732422,0.0595703,0.0732422,0.0595703
0.0791016,0.0673828,0.0791016,0.0673828
0.0830078,0.0732422,0.0830078,0.0732422
0.0869141,0.078125,0.0869141,0.078125
0.0888672,0.0810547,0.0888672,0.0810547
0.0888672,0.0839844,0.0888672,0.0839844
0.0898438,0.0888672,0.0898438,0.0888672
0.0927734,0.0888672,0.0927734,0.0888672
0.09375,0.0898438,0.09375,0.0898438
0.0966797,0.0908203,0.0966797,0.0908203
0.0966797,0.09375,0.0966797,0.09375
0.0976562,0.0966797,0.0976562,0.0966797
0.0996094,0.0966797,0.0996094,0.0966797
0.101562,0.0976562,0.101562,0.0976562
0.101562,0.0976562,0.101562,0.0976562
0.101562,0.101562,0.101562,0.101562
0.101562,0.101562,0.101562,0.101562
0.102539,0.101562,0.102539,0.101562
0.102539,0.101562,0.102539,0.101562
0.102539,0.102539,0.102539,0.102539
0.102539,0.102539,0.102539,0.102539
0.102539,0.102539,0.102539,0.102539
0.102539,0.102539,0.102539,0.102539
0.102539,0.102539,0.102539,0.102539
0.102539,0.102539,0.102539,0.102539
0.104492,0.102539,0.104492,0.102539
0.104492,0.102539,0.104492,0.102539
0.104492,0.103516,0.104492,0.103516
0.104492,0.104492,0.104492,0.104492
0.104492,0.104492,0.104492,0.104492
0.104492,0.104492,0.104492,0.104492
0.105469,0.104492,0.105469,0.104492
0.113281,0.104492,0.112305,0.104492
0.180664,0.105469,0.175781,0.105469
0.21875,0.112305,0.206055,0.111328
0.242188,0.170898,0.228516,0.166992
0.28418,0.210938,0.267578,0.201172
0.341797,0.238281,0.316406,0.224609
0.422852,0.279297,0.37207,0.262695
0.485352,0.34375,0.40332,0.317383
0.558594,0.421875,0.44043,0.37207
0.640625,0.485352,0.484375,0.40332
0.717773,0.558594,0.518555,0.439453
0.820312,0.643555,0.556641,0.485352
0.90625,0.730469,0.584961,0.522461
0.99707,0.827148,0.611328,0.560547
1.09766,0.908203,0.638672,0.586914
1.20508,1.00586,0.664062,0.612305
1.31641,1.10645,0.680664,0.642578
1.43457,1.21484,0.713867,0.664062
1.55566,1.33008,0.733398,0.6875
1.66895,1.4502,0.74707,0.714844
1.77344,1.56738,0.762695,0.734375
1.83301,1.68359,0.769531,0.750977
1.9209,1.7793,0.779297,0.763672
2.01172,1.83789,0.787109,0.771484
2.09766,1.92871,0.793945,0.779297
2.10449,2.02148,0.796875,0.790039
2.1084,2.10059,0.796875,0.794922
2.11035,2.10449,0.797852,0.796875
2.11621,2.10742,0.799805,0.796875
2.125,2.11133,0.800781,0.798828
2.13379,2.11719,0.801758,0.799805
2.15137,2.12402,0.802734,0.800781
2.16016,2.13477,0.804688,0.801758
2.17383,2.15234,0.806641,0.803711
2.18848,2.16016,0.807617,0.804688
2.20605,2.17285,0.810547,0.806641
2.23145,2.18652,0.811523,0.807617
2.25586,2.2041,0.813477,0.80957
2.28809,2.23242,0.816406,0.811523
2.33398,2.25684,0.822266,0.813477
2.38867,2.29102,0.829102,0.817383
2.44727,2.33691,0.844727,0.822266
2.51074,2.39355,0.853516,0.831055
2.57617,2.45312,0.860352,0.842773
2.64258,2.51367,0.863281,0.852539
2.69043,2.58008,0.866211,0.860352
2.75098,2.64453,0.871094,0.863281
2.81543,2.69727,0.874023,0.868164
2.86914,2.75586,0.879883,0.87207
2.93262,2.81836,0.884766,0.875
2.99902,2.87402,0.888672,0.879883
3.07715,2.93652,0.895508,0.884766
3.1416,3.00781,0.901367,0.888672
3.21191,3.08301,0.905273,0.895508
3.27539,3.14453,0.907227,0.90332
3.34766,3.21387,0.910156,0.90625
3.4375,3.27832,0.913086,0.907227
